site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno
MEYERS DITCH,16009562,6,1,BWC-S,09/22/2009,09:45,09/22/2009,10:00,LG,F60A.RS,D,3,,5.0,M-,200,0,15,3999,4000,200,,20.00,,60.00,,25,,15,756433,4475965,75645.47575,756433,4475965,2,1.0,16,,20.6,,0.70,,487,,0.00,,7.9,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,118,,1,1,111,SVCP,360,T,1,1,,,,,,,0,2706
LILY LAKE,16009564,6,0,BWC-S,09/24/2009,08:50,09/24/2009,09:05,LG,D23.RS,D,3,,5.0,M-,200,0,15,4527,4600,200,,23.00,,60.00,,25,,15,715183,4430865,71520.43065,715183,4430865,2,1.0,12,,23.1,,0.70,,588,,0.00,,8.8,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,71,,1,1,15,SVCP,282,T,,1,205.00,,,,,,0,2706
CHAUTAUQUA,16009627,6,0,MCB-U,06/29/2009,09:46,06/29/2009,10:01,LG,D31.RS,D,1,,5.0,M-,200,0,15,4999,5049,187,,27.00,,60.00,,25,,15,751133,4473165,75115.47295,751133,4473165,2,1.0,18,,27.5,,1.50,,630,,0.11,,8.8,,,,,,,0,1,1,0,0,0,0,0,1,0,,0,,50,,1,1,9,SVCP,230,T,1,1,,,,,,,0,2706
SUGAR CREEK,16009835,6,0,SCB,10/14/2009,09:51,10/14/2009,10:06,LG,D18.RS,D,3,,5.0,M-,200,0,15,4180,4000,200,,20.00,,60.00,,25,,15,722783,4441665,72280.44145,722783,4441665,2,2.0,28,,10.0,,0.70,,687,,0.08,,9.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,99,,1,1,1,SVCP,380,T,1,1,,,,,,,0,2706
SUGAR CREEK,16009835,6,0,SCB,10/14/2009,09:51,10/14/2009,10:06,LG,D18.RS,D,3,,5.0,M-,200,0,15,4180,4000,200,,20.00,,60.00,,25,,15,722783,4441665,72280.44145,722783,4441665,2,2.0,28,,10.0,,0.70,,687,,0.08,,9.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,99,,1,1,10,SVCP,310,T,1,1,,,,,,,0,2706
TREADWAY,16009840,6,1,BWC-S,10/15/2009,09:01,10/15/2009,09:16,LG,F375A.RS,D,3,,5.0,M-,200,0,15,3850,3780,180,,21.00,,60.00,,25,,15,722183,4438415,72220.43820,722183,4438415,2,2.0,20,,9.7,,1.00,,583,,0.00,,8.7,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,33,,1,1,33,SVCP,292,T,,1,240.00,,,,,,0,2706
Peoria TWZ,16008894,6,2,TWZ,08/31/2007,09:40,08/31/2007,09:55,LG,I157.8V,D,2,,7.0,M-,200,0,15,4013,4000,200,,20.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,1,2.0,27,,24.9,,2.00,,453,,0.35,,4.8,,,,,,,0,4,1,0,0,0,0,0,1,0,,0,,23,,1,1,7,SVCP,620,T,1,1,,,,,,,0,2701
Bath Fixed,16009193,6,2,SCB,10/17/2008,08:33,10/17/2008,08:48,LG,I113.0Tb,D,3,,5.0,M-,200,0,15,4762,4800,200,,24.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,2.0,27,,16.9,,2.00,,727,,0.23,,5.2,,,,,,,0,4,1,0,0,0,0,0,1,0,,0,,60,,1,1,11,SVCP,534,T,1,1,1595.00,,,,,,0,2704
MEYERS DITCH,16009530,6,1,BWC-S,08/18/2009,09:45,08/18/2009,10:00,LG,F367A.RS,D,2,,5.0,M-,200,0,15,4357,4370,190,,23.00,,60.00,,25,,15,756483,4476065,75650.47585,756483,4476065,2,1.0,11,,25.9,,0.60,,519,,0.00,,5.6,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,97,,1,1,3,SVCP,411,T,,1,634.00,,,,,,0,2706
MEYERS DITCH,16009530,6,1,BWC-S,08/18/2009,09:45,08/18/2009,10:00,LG,F367A.RS,D,2,,5.0,M-,200,0,15,4357,4370,190,,23.00,,60.00,,25,,15,756483,4476065,75650.47585,756483,4476065,2,1.0,11,,25.9,,0.60,,519,,0.00,,5.6,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,97,,1,1,30,SVCP,380,T,1,1,,,,,,,0,2706
CLEAR LAKE,16009532,6,0,MCB-U,08/18/2009,11:25,08/18/2009,11:40,LG,D3.RS,D,2,,5.0,M-,200,0,15,5683,5600,200,,28.00,,60.00,,25,,15,757483,4477815,75750.47760,757483,4477815,2,1.0,16,,27.8,,0.60,,765,,0.05,,6.9,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,44,,1,1,19,SVCP,370,T,1,1,,,,,,,0,2706
MATANZAS,16009537,6,0,BWC-S,08/19/2009,13:20,08/19/2009,13:35,LG,D27.RS,D,2,,5.0,M-,200,0,15,3897,4000,200,,20.00,,60.00,,25,,15,746533,4459165,74655.45895,746533,4459165,1,1.0,15,,27.2,,1.20,,411,,0.00,,9.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,0,,367,,1,1,124,SVCP,350,T,1,1,,,,,,,0,2706
Muscooten By,16007798,6,0,BWC-S,08/05/2004,10:15,08/06/2004,10:15,LG,F8.RS,F,2,,5.0,M-,,24,0,,,,,,,,,,,15,719733,4433465,71975.43325,719733,4433465,2,2.0,10,,24.9,,0.70,,,5,0.00,,7.0,,,,,,,0,1,0,0,0,1,0,0,0,0,,0,,86,,1,1,12,SVCP,120,T,1,1,,,,,,,0,2401
SENATE ISLA,16008038,6,0,MCB-U,10/20/2004,11:57,10/20/2004,12:12,LG,D28.RS,D,3,,5.0,M-,200,0,15,4118,4000,200,,20.00,,60.00,,25,,15,762383,4482665,76240.48245,762383,4482665,1,1.0,26,,12.7,,0.50,,618,,0.09,,7.2,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,109,,1,1,42,SVCP,374,T,,1,610.00,,,,,,0,2401
BATH FIX,16008109,6,2,SCB,08/03/2005,10:40,08/03/2005,10:55,LG,I113.0T,D,2,,5.0,M-,200,0,15,6350,6125,175,,35.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,28,,29.0,,1.00,,879,,0.05,,7.4,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,84,,1,1,56,SVCP,450,T,1,1,, ,  ,          I,,,0,2501
BATH CHUTE,16008110,6,0,SCB,08/03/2005,11:40,08/03/2005,11:55,LG,D16.RS,D,2,,5.0,M-,200,0,15,6383,6216,168,,37.00,,60.00,,25,,15,741283,4451865,74130.45165,741283,4451865,2,1.0,28,,29.8,,0.50,,870,,0.03,,10.3,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,40,,1,1,24,SVCP,370,T,1,1,, ,  ,          I,,,0,2501
GRAND ISLAND,16008191,6,0,MCB-U,09/22/2005,10:35,09/22/2005,10:50,LG,D7.RS,D,3,,5.0,M-,200,0,15,5674,5510,190,,29.00,,60.00,,25,,15,742083,4456215,74210.45600,742083,4456215,2,1.0,29,,24.7,,0.32,,807,,0.01,,7.8,,,,,,,0,3,0,0,0,1,0,0,0,0,,0,,112,,1,1,5,SVCP,504,T,,1,1472.00, ,  ,          I,,,0,2501
COON HOLLOW,16008592,6,0,SCB,10/25/2006,10:52,10/25/2006,11:07,LG,D12.RS,D,3,,5.0,M-,200,0,15,4187,4000,200,,20.00,,60.00,,25,,15,766383,4490265,76640.49005,766383,4490265,1,1.0,21,,9.1,,2.00,,708,,0.26,,12.2,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,41,,1,1,35,SVCP,611,T,,1,2594.00, ,  ,          F,,,0,2601
TOWHEAD SC,16006319,6,0,SCB,08/13/2001,07:50,08/13/2001,08:05,LG,D9.RS,D,2,,5.0,M-,200,0,15,5200,5220,180,,29.00,,60.00,,25,,15,749733,4467165,74975.46695,749733,4467165,2,0.2,15,,27.2,,0.50,,667,,0.07,,5.4,,,5,,,,0,1,0,0,0,0,0,0,0,1,,0,3,200,470,1,1,3,SVCP,330,,1,1,,,,,470,16,0,2102
Peoria TWZ,16013404,6,2,TWZ,09/28/2017,12:21,09/28/2017,12:36,LG,I157.8Va,D,3,,5.0,M-,200,0,15,5846,5735,185,,31.00,,60.00,,25,,16,277612,4500954,,785074,4503093,1,1.0,26,,23.5,,7.60,,859,,0.16,,7.3,,,,,,,0,3,1,0,0,1,0,0,0,0,,0,,69,,1,1,65,SVCP,532,T,,1,1515.00,,,,,,0,2715
RM 114,16013412,6,0,MCB-U,10/18/2017,10:57,10/20/2017,11:00,LG,HL5.RS,HL,3,,5.0,M-,,48,3,,,,,,,,,,,15,744833,4457565,,744833,4457565,2,1.0,10,,16.4,,3.20,,714,,0.46,,7.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,34,,1,1,28,SVCP,577,T,,1,1939.00,,,,,,0,2715
BATH CHUTE,16013541,6,0,SCB,08/06/2018,08:28,08/07/2018,07:25,LG,M11.RS,M,2,,5.0,M-,,22,57,,,,,,,,,,,15,741333,4451765,,741333,4451765,2,1.0,21,,27.7,,1.30,,774,,0.11,,6.1,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,226,,1,1,76,SVCP,40,T,1,2,,,,,,,0,2716
Bath Fixed,16011264,6,2,SCB,08/22/2013,11:08,08/22/2013,11:23,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5980,5880,210,,28.00,,60.00,,25,,15,743477,4455118,74350.45490,743476,4455118,1,1.0,26,,27.8,,2.10,,823,,0.03,,5.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,57,,1,1,1,SVCP,510,T,1,1,,,,,,,0,2710
Bath Fixed,16011264,6,2,SCB,08/22/2013,11:08,08/22/2013,11:23,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5980,5880,210,,28.00,,60.00,,25,,15,743477,4455118,74350.45490,743476,4455118,1,1.0,26,,27.8,,2.10,,823,,0.03,,5.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,57,,1,1,10,SVCP,490,T,1,1,,,,,,,0,2710
RM 81,16011733,6,0,MCB-U,08/25/2014,09:20,08/26/2014,10:17,LG,M8.RS,M,2,,8.0,M-,,24,57,,,,,,,,,,,15,710884,4424915,,710884,4424915,2,1.0,13,,28.0,,1.20,,743,,0.40,,3.0,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,1308,,1,1,249,SVCP,60,T,1,1,,,,,,,0,2711
MATANZAS,16011755,6,1,BWC-S,08/29/2014,11:25,08/29/2014,11:40,LG,F168A.RS,D,2,,5.0,M-,200,0,15,4660,4600,200,,23.00,,60.00,,25,,15,746383,4458965,,746383,4458965,2,1.0,24,,28.5,,0.70,,562,,0.02,,,5,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,273,,1,1,5,SVCP,570,T,1,1,,,,,,,0,2711
SNICARTE,16012030,6,0,BWC-S,09/16/2014,08:08,09/16/2014,08:23,LG,D31.RS,D,3,,5.0,M-,200,0,15,4288,4290,195,,22.00,,60.00,,25,,15,739333,4449065,,739333,4449065,2,1.0,16,,18.1,,2.60,,593,,0.45,,7.0,,,,,,,0,2,1,0,0,0,0,0,1,0,,0,,47,,1,1,4,SVCP,530,T,,1,1484.00,,,,,,0,2711
GRAPE ISLAND,16012623,6,0,SCB,08/23/2016,12:41,08/23/2016,12:56,LG,D21.RS,D,2,,5.0,M-,200,0,15,4570,4620,210,,22.00,,60.00,,25,,15,716683,4431665,71670.43165,716683,4431665,2,1.0,20,,25.6,,1.10,,564,,0.67,,6.8,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,57,,1,1,16,SVCP,520,T,1,1,,,,,,,0,2714
Peoria TWZ,16009543,6,2,TWZ,08/21/2009,09:30,08/21/2009,09:45,LG,I157.8Vb,D,2,,5.0,M-,200,0,15,5462,5400,200,,27.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,1,1.0,14,,24.6,,1.50,,763,,0.20,,6.6,,,,,,,0,4,0,0,0,1,0,0,0,0,,0,,227,,1,1,164,SVCP,380,T,1,1,,,,,,,0,2706
BROWNING MC,16009834,6,0,MCB-U,10/14/2009,09:10,10/14/2009,09:25,LG,D33.RS,D,3,,5.0,M-,200,0,15,4469,4200,200,,21.00,,60.00,,25,,15,724133,4444765,72415.44455,724133,4444765,2,2.0,27,,10.6,,0.60,,755,,0.10,,9.5,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,48,,1,1,34,SVCP,350,T,1,1,,,,,,,0,2706
BATH CHUTE,16009939,6,0,SCB,09/20/2010,09:30,09/20/2010,09:45,LG,D13.RS,D,3,,5.0,M-,200,0,15,5208,5280,220,,24.00,,60.00,,25,,15,743583,4455865,74360.45565,743583,4455865,2,1.0,21,,22.1,,0.80,,753,,0.10,,6.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,121,,1,1,36,SVCP,440,T,,1,868.00,,,,,,0,2707
BATH CHUTE,16010573,6,0,SCB,10/10/2011,13:36,10/10/2011,13:51,LG,D17.RS,D,3,,5.0,M-,200,0,15,5382,5460,195,,28.00,,60.00,,25,,15,741283,4451915,74130.45170,741283,4451915,2,1.0,27,,21.3,,1.70,,808,,0.12,,7.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,101,,1,2,34,SVCP,460,T,,1,950.00,,,,,,0,2708
LIVERPOOL D,16010643,6,1,BWC-S,10/13/2011,14:06,10/13/2011,14:21,LG,F134A.RS,D,3,,5.0,M-,200,0,15,4308,4400,200,,22.00,,60.00,,25,,15,755933,4475265,75595.47505,755933,4475265,2,1.0,20,,20.5,,2.10,,573,,0.01,,4.3,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,111,,1,2,76,SVCP,490,T,,1,1120.00,,,,,,0,2708
SUGAR CK IS,16010983,6,0,SCB,07/03/2012,10:06,07/03/2012,10:21,LG,D23.RS,D,1,,5.0,M-,200,0,15,6133,6080,190,,32.00,,60.00,,25,,15,722733,4441515,72275.44130,722733,4441515,2,1.0,27,,29.7,,1.00,,823,,0.03,,5.8,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,35,,1,1,24,SVCP,520,T,1,1,,,,,,,0,2709
CRANE LAKE,16009385,6,0,BWC-S,09/22/2008,09:27,09/22/2008,09:42,LG,D35.RS,D,3,,7.0,M-,200,0,15,3785,3680,160,,23.00,,60.00,,25,,15,729533,4444265,72955.44405,729533,4444265,2,2.0,20,,21.1,,4.00,,434,,0.00,,2.6,,,,,,,0,1,0,0,0,0,0,0,1,0,,0,,72,,1,1,25,SVCP,103,T,,1,11.00,,,,,,0,2704
PATTERSON BA,16009451,6,0,BWC-S,06/18/2009,10:05,06/18/2009,10:20,LG,D20.RS,D,1,,7.0,M-,200,0,15,4711,4600,200,,23.00,,60.00,,25,,15,739433,4448415,73945.44820,739433,4448415,2,1.0,43,,24.8,,1.70,,605,,0.00,,14.5,,,,,,,0,4,1,0,0,0,0,0,1,0,,0,,33,,1,1,27,SVCP,280,T,1,1,,,,,,,0,2706
SUGAR CREEK,16009510,6,0,SCB,08/12/2009,11:35,08/12/2009,11:50,LG,D15.RS,D,2,,5.0,M-,200,0,15,5510,5400,200,,27.00,,60.00,,25,,15,722783,4441865,72280.44165,722783,4441865,2,1.0,17,,27.6,,2.00,,731,,0.22,,6.2,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,102,,1,1,64,SVCP,430,T,1,1,,,,,,,0,2706
SUGAR CREEK,16009510,6,0,SCB,08/12/2009,11:35,08/12/2009,11:50,LG,D15.RS,D,2,,5.0,M-,200,0,15,5510,5400,200,,27.00,,60.00,,25,,15,722783,4441865,72280.44165,722783,4441865,2,1.0,17,,27.6,,2.00,,731,,0.22,,6.2,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,102,,1,1,77,SVCP,300,T,1,1,,,,,,,0,2706
MEYERS D,16009528,6,0,BWC-S,08/18/2009,08:50,08/18/2009,09:05,LG,D17.RS,D,2,,5.0,M-,200,0,15,4298,4255,185,,23.00,,60.00,,25,,15,757283,4476515,75730.47630,757283,4476515,2,1.0,6,,23.5,,0.60,,526,,0.00,,6.2,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,80,,1,1,12,SVCP,245,T,,1,371.00,,,,,,0,2706
MATANZAS,16009537,6,0,BWC-S,08/19/2009,13:20,08/19/2009,13:35,LG,D27.RS,D,2,,5.0,M-,200,0,15,3897,4000,200,,20.00,,60.00,,25,,15,746533,4459165,74655.45895,746533,4459165,1,1.0,15,,27.2,,1.20,,411,,0.00,,9.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,0,,367,,1,1,106,SVCP,370,T,1,1,,,,,,,0,2706
Bath Fixed,16008402,6,2,SCB,08/16/2006,10:00,08/16/2006,10:15,LG,I113.0T,D,2,,5.0,M-,200,0,15,5608,5550,185,,30.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,16,,26.8,,1.00,,764,,0.02,,4.6,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,70,,1,1,18,SVCP,530,T,1,1,, ,  ,          I,,,0,2601
BATH CHUTE,16008463,6,0,SCB,08/16/2006,10:55,08/16/2006,11:10,LG,D34.RS,D,2,,5.0,M-,200,0,15,5538,5440,160,,34.00,,60.00,,25,,15,743683,4454315,74370.45410,743683,4454315,1,1.0,16,,26.6,,1.00,,750,,0.02,,5.0,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,63,,1,1,53,SVCP,470,T,1,1,, ,  ,          I,,,0,2601
CHAIN LAKE,16008936,6,1,BWC-S,09/17/2007,10:00,09/18/2007,09:50,LG,F132A.RS,F,3,,5.0,M-,,23,50,,,,,,,,,,,15,728833,4445165,72885.44495,728833,4445165,2,2.0,25,,20.0,,1.50,,583,,0.00,,8.5,,,,,,,0,1,0,0,0,1,0,0,0,0,,0,,99,,1,1,98,SVCP,150,T,,1,9.00,,,,,,0,2701
TREADWAY LKE,16009024,6,1,BWC-S,10/09/2007,09:45,10/10/2007,09:08,LG,F176A.RS,M,3,,5.0,M-,,23,23,,,,,,,,,,,15,721283,4438365,72130.43815,721283,4438365,2,1.0,19,,20.5,,0.70,,715,,0.00,,7.5,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,86,,1,1,17,SVCP,30,T,1,1,,,,,,,0,2701
EDWARD STATI,16009135,6,0,MCB-U,08/05/2008,12:00,08/05/2008,12:15,LG,D34.RS,D,2,,5.0,M-,200,0,15,5578,5550,185,,30.00,,60.00,,25,,15,782684,4499515,78270.49930,782684,4499515,2,1.0,16,,27.0,,1.00,,758,,0.19,,,0,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,7401,,1,1,63,SVCP,60,T,1,1,, ,A,,,,0,2704
MUSCOOTEN,16009236,6,0,BWC-S,06/30/2008,09:31,06/30/2008,09:46,LG,D21.RS,D,1,,7.0,M-,200,0,15,4657,4600,200,,23.00,,60.00,,25,,15,719683,4433865,71970.43365,719683,4433865,2,1.0,44,,23.7,,3.20,,605,,0.00,,6.6,,,,,,,0,1,1,0,0,0,0,0,1,0,,0,,100,,1,1,3,SVCP,130,T,1,1,,,,,,,0,2704
BELOW TWZ,16005562,6,0,MCB-U,08/04/2000,09:15,08/04/2000,09:30,LG,D32.RS,D,2,,5.0,M-,250,0,15,5600,5550,185,,30.00,,60.00,,25,,15,784584,4502315,78460.50210,784584,4502315,1,0.2,16,,25.9,,1.00,,788,,0.21,,6.1,,7.9,,,,,0,3,0,0,0,0,0,0,0,0,,0,3,604,490,2,1,15,SVCP,90,,1,1,,,,,490,76,0,2003
RM 114,16013412,6,0,MCB-U,10/18/2017,10:57,10/20/2017,11:00,LG,HL5.RS,HL,3,,5.0,M-,,48,3,,,,,,,,,,,15,744833,4457565,,744833,4457565,2,1.0,10,,16.4,,3.20,,714,,0.46,,7.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,34,,1,1,19,SVCP,619,T,,1,2340.00,,,,,,0,2715
RM 114,16013412,6,0,MCB-U,10/18/2017,10:57,10/20/2017,11:00,LG,HL5.RS,HL,3,,5.0,M-,,48,3,,,,,,,,,,,15,744833,4457565,,744833,4457565,2,1.0,10,,16.4,,3.20,,714,,0.46,,7.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,34,,1,1,24,SVCP,576,T,,1,1911.00,,,,,,0,2715
QUIVER,16013447,6,0,BWC-S,06/15/2018,07:08,06/15/2018,07:23,LG,D33.RS,D,1,,5.0,M-,200,0,15,4547,4510,205,,22.00,,60.00,,25,,15,751883,4470565,,751883,4470565,2,1.0,35,,23.5,,1.10,,581,,0.00,,5.9,,,,,,,0,1,1,0,0,0,0,0,1,0,,0,,28,,1,1,5,SVCP,480,T,1,1,,,,,,,0,2716
CAT DITCH,16013685,6,1,BWC-S,09/28/2018,10:10,09/28/2018,10:25,LG,F35A.RS,D,3,,5.0,M-,200,0,15,5163,4935,235,,21.00,,60.00,,25,,15,775183,4494415,,775183,4494415,2,1.0,29,,21.9,,2.40,,743,,0.00,,7.7,,,,,,,0,2,0,0,0,1,0,0,0,1,,0,,105,,1,1,87,SVCP,106,T,,1,8.00,,,,,,0,2716
RM 107,16014502,6,0,MCB-U,08/14/2020,12:48,08/14/2020,13:03,LG,D9.RS,D,2,,5.0,M-,200,0,15,5495,5600,200,,28.00,,60.00,,25,,15,738183,4449565,,738183,4449565,2,1.0,29,,28.3,,2.50,,728,,0.25,,12.9,,,,,,,0,2,0,0,0,0,0,0,0,0,,1,,127,,1,1,30,SVCP,600,T,1,1,, ,  ,    F,,,0,2718
RM 125,16011987,6,0,MCB-U,08/08/2014,12:03,08/08/2014,12:18,LG,D7.RS,D,2,,5.0,M-,200,0,15,5631,5590,215,,26.00,,60.00,,25,,15,750983,4472715,,750983,4472715,2,1.0,22,,24.8,,0.70,,798,,0.21,,2.4,,,,,,,0,2,0,0,0,0,0,0,0,0,,1,,731,,1,2,35,SVCP,30,T,1,2,,,,,,,0,2711
BATH CHUTE,16012544,6,0,SCB,06/24/2016,07:56,06/24/2016,08:11,LG,D21.RS,D,1,,5.0,M-,200,0,15,4650,4620,210,,22.00,,60.00,,25,,15,743433,4453665,74345.45365,743433,4453665,2,1.0,10,,27.7,,2.50,,636,,0.38,,4.4,,,,,,,0,2,1,0,0,0,0,0,0,0,,1,,78,,1,1,3,SVCP,540,T,1,1,,,,,,,0,2714
CHAIN LAKE,16012924,6,1,BWC-S,08/29/2016,09:32,08/29/2016,09:47,LG,F213A.RS,D,2,,5.0,M-,200,0,15,4465,4400,200,,22.00,,60.00,,25,,15,727433,4445715,72745.44570,727433,4445715,2,1.0,28,,26.8,,1.10,,532,,0.01,,5.5,,,,,,,0,2,1,0,0,0,0,0,1,0,,0,,82,,1,1,1,SVCP,590,T,1,1,,,,,,,0,2714
PEKIN LAKE,16013006,6,1,BWC-S,06/26/2017,09:17,06/26/2017,09:32,LG,F18A.RS,D,1,,7.0,M-,200,0,15,5166,4940,190,,26.00,,60.00,,25,,15,783834,4499215,,783834,4499215,2,1.0,28,,23.4,,1.10,,729,,0.01,,10.8,,,,,,,0,2,1,0,0,0,0,0,1,1,,0,,221,,1,1,16,SVCP,190,T,1,1,,,,,,,0,2715
BATH CHUTE,16013410,6,0,SCB,09/25/2017,09:12,09/25/2017,09:27,LG,D17.RS,D,3,,5.0,M-,200,0,15,5904,5760,180,,32.00,,60.00,,25,,15,743533,4455765,,743533,4455765,2,1.0,22,,27.2,,2.10,,823,,0.20,,5.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,117,,1,1,1,SVCP,499,T,,1,1106.00,,,,,,0,2715
BATH CHUTE,16013410,6,0,SCB,09/25/2017,09:12,09/25/2017,09:27,LG,D17.RS,D,3,,5.0,M-,200,0,15,5904,5760,180,,32.00,,60.00,,25,,15,743533,4455765,,743533,4455765,2,1.0,22,,27.2,,2.10,,823,,0.20,,5.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,117,,1,1,10,SVCP,662,T,,1,2705.00,,,,,,0,2715
Bath Fixed,16010981,6,2,SCB,07/02/2012,11:19,07/02/2012,11:34,LG,I113.0Tb,D,1,,5.0,M-,200,0,15,6101,6090,210,,29.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,33,,30.1,,1.20,,817,,0.08,,4.9,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,42,,1,1,13,SVCP,600,T,1,1,,,,,,,0,2709
BATH CHUTE,16011305,6,0,SCB,09/16/2013,10:29,09/16/2013,10:44,LG,D17.RS,D,3,,5.0,M-,200,0,15,5744,5670,210,,27.00,,60.00,,25,,15,743233,4453215,74325.45300,743232,4453215,2,1.0,19,,23.4,,1.70,,854,,0.15,,1.7,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,92,,1,1,4,SVCP,527,T,,1,1468.00,,,,,,0,2710
Peoria TWZ,16011702,6,2,TWZ,07/23/2014,11:53,07/23/2014,12:01,LG,I157.8Vb,T,1,,5.0,M-,350,0,8,,,,,,,,,,,16,277612,4500954,,785074,4503093,2,1.0,23,,26.9,,4.50,,675,,0.60,,7.4,,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,41,,1,1,3,SVCP,30,T,1,5,, ,  ,           2,,,0,2711
Bath Fixed,16011715,6,2,SCB,08/07/2014,08:07,08/08/2014,09:03,LG,I113.0Ta,M,2,,5.0,M-,,24,56,,,,,,,,,,,15,743477,4455118,,743477,4455118,2,1.0,21,,26.1,,0.80,,714,,0.28,,3.6,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,1392,,1,1,230,SVCP,30,T,1,3,,,,,,,0,2711
RM 81,16011733,6,0,MCB-U,08/25/2014,09:20,08/26/2014,10:17,LG,M8.RS,M,2,,8.0,M-,,24,57,,,,,,,,,,,15,710884,4424915,,710884,4424915,2,1.0,13,,28.0,,1.20,,743,,0.40,,3.0,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,1308,,1,1,201,SVCP,60,T,1,1,,,,,,,0,2711
RM126,16011918,6,0,MCB-U,07/07/2014,10:56,07/07/2014,11:11,LG,D7.RS,D,1,,7.0,M-,200,0,15,4711,4730,215,,22.00,,60.00,,25,,15,752433,4474015,,752433,4474015,2,1.0,25,,24.7,,3.10,,605,,0.56,,5.6,,,,,,,0,4,1,0,0,0,0,0,1,0,,1,,196,,1,1,3,SVCP,660,T,1,1,,,,,,,0,2711
BATH CHUTE,16009939,6,0,SCB,09/20/2010,09:30,09/20/2010,09:45,LG,D13.RS,D,3,,5.0,M-,200,0,15,5208,5280,220,,24.00,,60.00,,25,,15,743583,4455865,74360.45565,743583,4455865,2,1.0,21,,22.1,,0.80,,753,,0.10,,6.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,121,,1,1,23,SVCP,444,T,,1,918.00,,,,,,0,2707
